latitude degree WGS84,longitude degree WGS84,altitude in meters AMSL,thermal probability in a circle with 250m radius around the hotspot
47.34011,11.51565,2296,71
51.21416,12.3589,132,71
46.34707,14.36366,1631,71
47.2151,10.92348,1877,71
46.24722,8.7767,2000,71
46.15007,6.42703,775,71
43.96468,6.54242,1237,71
47.55505,12.22575,1678,71
47.2214,9.73026,850,71
40.93713,20.81415,2033,71
46.25352,12.10149,1270,71
46.33807,7.51247,1919,71
46.35876,7.8523,2890,71
45.79834,10.14871,1255,71
47.41386,12.78622,1554,71
42.68592,25.41204,840,71
45.36655,5.722,1041,71
50.89329,-0.24663,32,71
46.77706,11.28741,2336,71
48.60368,9.5857,698,71
46.7051,7.43005,1964,71
47.43364,10.81697,1870,71
44.4416,5.81964,1290,71
42.59502,23.29062,1805,71
42.73362,0.44825,2861,71
45.93507,12.05203,877,71
46.86612,11.89099,2381,71
45.17584,7.45794,1269,71
46.78426,8.19214,1638,71
47.40216,13.15395,1554,71
42.03069,12.82173,684,71
46.2877,7.97911,2051,71
49.07486,3.7667,148,71
44.02227,6.3966,1031,71
46.32368,7.42371,1972,71
47.23579,12.7672,2178,71
47.27176,11.8035,2241,71
46.26791,13.45828,957,71
47.20971,9.93188,1870,71
39.52444,21.56736,974,71
46.42713,6.96595,1620,70
46.98396,12.42864,1904,70
47.54156,10.99829,1877,70
47.50469,10.90573,1883,70
46.74738,8.87053,2715,70
42.1153,9.05693,1470,70
46.82474,9.83931,1977,70
42.0919,9.12668,1726,70
46.35067,7.59109,2283,70
47.70794,12.33227,1694,70
38.2394,23.40474,439,70
48.3042,8.20101,488,70
41.24586,21.3239,716,70
45.65891,6.75418,2547,70
42.94243,-0.84895,1337,70
47.0856,8.58523,1562,70
47.60812,14.39663,1645,70
48.89777,13.02081,1062,70
47.47411,12.68859,1883,70
46.09879,8.991,1554,70
49.00924,20.31454,863,70
52.06889,-2.32748,95,70
46.00974,12.45527,534,70
46.44242,23.58607,1077,70
46.63313,8.51422,2842,70
46.87871,8.92379,2181,70
46.72849,12.61757,2178,70
45.96656,8.99226,1196,70
40.09708,22.48668,657,70
50.75129,15.52771,1404,70
46.80854,13.63454,1762,70
47.25108,11.80603,2457,70
46.8922,8.72344,1637,70
52.00598,-3.05533,564,70
46.77076,10.31483,2367,70
44.57927,6.02633,1848,70
46.18695,13.74739,296,70
46.18425,12.6721,1113,70
49.40116,10.4505,429,70
47.2178,10.64451,2316,70
46.95517,10.54434,1629,70
46.0826,7.23477,1590,70
46.06551,11.35588,1879,70
47.31583,11.25317,2141,70
46.9129,7.89415,1083,70
47.13776,11.29375,2208,70
46.53688,12.07359,2347,70
40.80568,17.35622,269,70
46.35337,13.52295,1423,70
46.2895,13.3822,1478,70
46.491,7.31085,1730,70
42.03969,0.82232,1483,70
47.59013,12.66069,1614,70
46.38665,6.10622,1091,70
47.0892,10.23494,2515,70
46.06911,12.51867,609,70
46.39925,7.7293,2594,70
44.78174,7.09529,1769,70
47.17733,7.1105,898,70
46.18695,6.61216,2007,70
45.98635,23.59622,413,70
45.78754,7.44907,2173,70
47.65218,14.39536,2165,70
47.20971,9.89511,1930,70
48.84381,20.71397,1023,70
47.0802,10.37949,2049,70
42.02079,0.97956,1561,70
47.29245,7.40595,1080,70
53.9527,-0.72975,102,70
43.81891,6.54242,1372,70
49.93779,7.06866,304,70
46.50539,7.71535,1896,70
47.46602,11.29755,1342,70
47.61261,13.34035,1297,70
45.43312,6.06691,760,70
48.33658,18.11324,302,70
46.23912,11.78194,2043,70
47.51368,11.95947,1704,70
46.72489,11.21893,1100,70
42.95863,0.76653,1303,70
46.12578,10.97674,1202,70
45.94407,10.05615,1945,70
45.95846,6.88352,1856,70
47.44353,11.36349,2158,70
45.68409,6.45873,1911,70
46.18335,8.41531,2413,70
45.32607,14.1595,513,70
40.34468,36.17892,1117,70
43.47427,-5.6586,236,70
46.75097,13.37586,1555,70
46.46132,6.94693,1382,70
46.64033,9.14316,2578,70
46.71589,7.2652,1234,70
47.53077,11.73122,1805,70
46.20134,8.39756,1977,70
42.2809,1.59455,2372,70
47.83565,10.87656,733,70
47.00555,8.95676,2352,70
46.6925,8.68667,2980,70
45.91258,10.95645,1685,70
42.63282,-0.97702,812,70
46.93448,8.36839,1530,70
47.27086,13.11084,1830,70
47.68096,12.6759,1755,70
46.45951,7.87639,2851,70
48.60998,26.95651,234,70
46.37946,7.1739,2288,70
47.39857,11.67923,2087,70
54.37487,-2.47964,467,70
46.27781,21.65993,157,70
49.17913,19.6222,1469,70
46.0889,7.98798,3113,70
45.85591,18.42644,224,70
44.53968,6.54496,1638,70
46.6979,13.05885,2011,70
51.85588,-3.63228,605,70
40.53556,30.138,585,70
41.45197,14.35098,1699,70
44.53968,9.66306,1227,70
54.4584,35.97223,183,70
46.79325,-0.07545,135,70
46.46132,8.86166,2015,70
55.35844,25.14449,132,70
47.23039,9.39804,2006,70
47.27536,10.30849,2348,70
43.96558,10.292,1010,70
46.42623,11.60822,2098,70
42.74802,0.42796,2441,70
45.73177,5.56604,546,70
45.92158,13.84503,860,70
44.19234,10.70158,2100,70
47.74571,12.085,506,70
45.10208,2.6914,1624,70
47.19892,7.2335,1051,70
47.81406,9.07215,540,70
46.7015,11.89987,1627,70
54.42427,-1.19259,190,70
47.66837,11.54989,918,70
47.54516,13.35938,1136,70
47.34011,10.50249,1924,70
44.05017,6.44478,1196,70
46.8985,13.09816,1951,70
47.68456,11.86056,1456,70
44.57927,6.32178,2040,70
46.35786,7.26013,2396,70
45.21003,14.7149,322,70
46.21394,9.19135,2270,70
39.55955,21.55849,1092,70
46.78156,9.7962,2027,70
49.01643,11.45225,366,70
42.97844,0.97702,1205,70
47.71064,15.75976,1643,70
43.59125,-8.21369,95,70
44.12665,6.42069,2165,70
47.69085,12.41215,1189,70
46.94348,9.37648,2810,70
45.96476,10.16773,1979,70
47.19082,15.48967,878,70
47.30594,12.66322,1544,70
48.9643,18.63313,1170,70
47.71064,12.90415,877,70
47.30684,10.40105,2027,70
47.63599,14.17599,2219,70
40.24294,-4.92188,902,70
46.76267,10.07009,2207,70
46.0763,10.79034,1783,70
43.21331,12.96121,1117,70
42.81733,0.45205,1847,70
47.64319,13.35557,1653,70
47.40216,10.35413,1963,70
43.74962,7.13713,510,70
46.68531,11.05409,1266,70
46.60165,8.03236,1833,70
46.02323,6.57666,1434,70
47.18363,11.89987,1556,70
46.98486,11.89099,2205,70
45.64001,10.80302,1279,70
45.13986,21.35687,424,70
47.40396,15.56322,1336,70
46.0898,7.74452,3211,70
50.70275,13.89322,616,70
47.18003,7.12572,824,70
47.01455,10.24889,2735,70
47.25557,7.2614,1199,70
42.1405,1.64781,1022,70
45.70838,6.15948,1498,70
46.00704,11.7718,985,70
50.5014,9.91159,611,70
44.61167,6.36236,2419,70
47.493,13.29851,2106,70
40.01965,22.33325,1613,70
45.93147,13.80826,1067,70
38.23219,-1.14694,615,70
42.2386,1.32319,1492,70
51.61231,36.22837,222,70
47.65308,11.41167,1442,70
46.96507,11.74517,3270,70
41.64728,12.90035,235,70
44.70255,6.16455,2153,70
47.29604,10.13603,1985,70
46.99205,12.68605,2653,70
45.63012,5.96166,1287,70
44.57568,5.89826,1504,70
48.56321,14.09864,747,70
46.76087,9.61994,2680,70
46.91469,12.81666,2527,70
47.32302,11.11749,1186,70
46.20584,7.52388,2457,70
46.8994,11.67162,2412,70
43.06664,13.26047,637,70
46.2796,9.21037,2174,70
43.82611,6.69078,1576,70
47.49839,13.09436,2067,70
46.13477,7.28803,2385,70
46.50359,7.08768,1752,70
40.49775,23.212,880,70
46.24812,14.14175,959,70
44.62967,6.90001,2806,70
46.43972,11.61076,2203,70
46.74198,7.92712,2105,70
45.61663,10.45304,866,70
45.0238,35.23677,146,70
46.11409,11.97215,1590,70
41.30526,21.29473,1039,70
45.86221,9.45763,1310,70
47.24928,7.32607,907,70
42.49961,1.86718,2044,70
46.23553,7.2335,1875,70
41.87949,-7.70394,1079,70
38.02323,13.17171,1008,70
46.36776,25.37273,751,70
51.29325,8.58649,680,70
47.38238,10.86515,1711,70
42.2062,1.30164,974,70
39.79455,20.75328,1055,70
53.97426,-2.49105,363,70
42.1819,1.74418,2012,70
47.3509,9.48933,1111,70
45.45291,6.65655,1338,70
49.62498,6.5792,151,70
47.32212,12.48443,2081,70
52.57485,9.15584,26,70
47.28345,8.95296,1128,70
44.14645,20.23593,549,70
47.21151,9.91539,2025,70
49.51172,18.36684,1036,70
47.81766,7.83709,1327,70
50.60657,11.44211,248,70
46.04842,12.28028,1567,70
52.65479,-6.48536,287,70
50.8879,-0.23395,59,70
47.58204,15.32356,1347,70
46.00883,12.25619,634,70
46.02233,12.46161,694,70
45.75606,9.35746,612,70
46.2949,13.5648,1484,70
47.54606,12.7,1462,70
47.09639,8.55733,1126,70
46.65022,7.26013,1589,70
47.59193,15.32102,1565,70
39.58386,19.82381,119,70
46.95697,9.39043,2724,70
38.57445,22.29648,1919,70
41.53837,13.76388,1463,70
46.82204,12.68478,2009,70
47.69265,26.13228,332,70
47.14676,10.48728,1662,70
47.36799,11.66655,1672,70
46.88141,8.86927,2429,70
44.38221,9.33337,637,70
48.29161,8.19848,460,70
49.00385,11.42943,504,70
46.98486,8.18199,1455,70
45.8829,6.72629,1349,70
46.2985,7.13206,2041,70
49.57914,17.6783,440,70
44.58827,6.42323,2118,70
46.8967,8.14395,1711,70
40.41311,-7.43131,834,70
45.76506,11.55243,391,70
48.49397,27.56136,124,70
45.80914,9.94329,1208,70
46.63043,7.26774,1961,70
45.56265,6.31798,1050,70
46.41634,14.21783,1629,70
53.10479,-4.15218,462,70
47.23669,9.75562,1948,70
45.95846,12.1129,546,70
46.65922,9.15204,2191,70
46.14647,7.77242,2356,70
47.26637,9.96865,2271,70
47.55775,10.2286,718,70
42.1027,0.94152,848,70
46.27691,6.85436,1854,70
46.19415,12.14967,1759,70
45.41872,14.01495,477,70
46.6925,7.53403,2005,70
46.12938,6.57412,1926,70
47.04963,12.04316,2521,70
45.05889,34.96288,319,70
46.4901,7.35143,1853,70
47.37429,15.33878,755,70
47.07571,12.13319,2663,70
46.17616,6.71614,1154,70
47.27536,9.70744,1349,70
49.4425,9.87101,359,70
45.42952,4.6353,958,70
44.4398,7.39961,715,70
47.65398,11.62851,1394,70
42.51221,12.91303,1634,70
46.30749,12.80905,891,70
46.91469,8.69301,2168,70
46.29399,7.12065,2042,70
42.57342,23.29189,2072,70
46.36506,9.25728,2017,70
50.64612,15.70143,875,70
45.96206,9.114,1288,70
46.82384,9.22432,1851,70
44.48929,6.39026,1795,70
44.66746,6.99258,2420,70
55.13837,23.88406,46,69
46.82384,7.94994,1882,69
46.64663,10.00035,2358,69
42.68682,26.43661,663,69
47.37339,13.34543,1421,69
47.33741,10.9387,2172,69
47.11797,13.11084,1818,69
47.27356,7.47316,1068,69
46.44152,0.34554,129,69
45.73627,6.46761,1514,69
39.18229,-9.07596,410,69
43.297,13.0449,805,69
50.73511,15.62155,1095,69
41.48617,14.01114,991,69
46.0898,10.91587,1176,69
41.86238,14.64516,759,69
46.04842,7.59616,3353,69
38.49069,22.53614,1188,69
47.18363,15.04206,1396,69
47.38508,20.7685,86,69
46.64392,10.64578,1583,69
47.32752,10.4746,2098,69
39.54965,20.83444,774,69
50.75668,14.10371,328,69
49.87128,7.78383,184,69
47.29874,9.00495,1217,69
47.53797,12.7672,1470,69
47.0811,9.14443,2154,69
46.05921,12.49204,919,69
40.8705,21.8514,1362,69
47.34551,10.02444,1980,69
45.022,7.42244,884,69
46.32098,13.43672,1613,69
47.00555,9.02777,2322,69
46.85712,9.86721,1695,69
44.88882,6.5868,1977,69
46.77346,12.9777,1488,69
47.25917,7.27408,1204,69
48.79704,13.17551,472,69
47.69715,11.92903,982,69
45.44751,13.94901,400,69
46.15277,7.96135,2769,69
40.04305,32.31776,834,69
38.32406,31.42886,1426,69
46.50719,11.82886,3027,69
47.37339,10.28439,1204,69
46.09159,6.55764,872,69
45.18754,5.97434,2281,69
47.40487,12.26506,1921,69
46.78786,12.16869,2027,69
47.66298,12.34875,1032,69
45.94947,9.49567,1616,69
46.55577,12.97262,1815,69
46.84723,8.32655,1784,69
47.24928,14.58176,1428,69
40.93173,33.19524,1116,69
46.17885,8.66638,1143,69
48.77096,10.09926,502,69
42.71922,25.32455,744,69
51.28426,8.60932,712,69
47.56944,14.1595,1256,69
46.21124,9.71504,2121,69
45.75336,9.72646,680,69
45.92338,10.6889,1685,69
46.43433,8.61566,2420,69
45.52397,25.3461,931,69
46.78875,9.68588,1832,69
49.53239,18.17791,545,69
46.0718,10.8791,1437,69
47.20881,7.15869,1047,69
39.2048,-6.10495,472,69
50.0133,11.03126,436,69
42.93253,1.49945,1196,69
45.8847,6.85055,2036,69
42.73002,25.3423,1169,69
47.33202,11.03,1325,69
42.70122,24.73111,1572,69
50.69106,15.68622,1330,69
47.11887,8.96056,1728,69
46.03672,8.2251,1505,69
46.25172,8.37473,2172,69
43.16922,-2.15502,934,69
46.93269,8.47744,1678,69
46.31918,14.53231,1702,69
44.74035,9.11146,1072,69
46.76087,6.35349,1180,69
50.85824,15.21831,794,69
47.01724,11.21513,1956,69
46.21124,9.95597,2088,69
48.4463,17.40821,367,69
41.92809,13.29471,1703,69
44.24723,8.43433,284,69
44.32372,5.69411,1017,69
47.73312,13.55085,1062,69
41.42677,14.30533,1311,69
46.54498,9.68588,3100,69
48.52005,9.34097,620,69
49.24385,1.33334,65,69
46.10059,7.3565,3032,69
41.45737,14.29518,1318,69
43.82251,16.64358,657,69
49.55577,18.39854,729,69
46.0853,7.61391,3122,69
46.73748,7.46048,1615,69
46.67181,7.31846,1664,69
46.13298,6.53735,889,69
47.3518,13.07026,1750,69
50.71713,13.90717,784,69
45.74527,6.15314,1269,69
45.11917,7.46555,864,69
46.0853,11.86817,1508,69
45.06069,7.34002,820,69
44.09966,7.16249,2178,69
46.06731,6.77574,1456,69
42.02979,0.81344,1033,69
50.2542,18.53549,232,69
46.58725,7.75974,2167,69
47.25467,13.15269,1869,69
47.67107,12.29676,1129,69
47.57754,12.75072,1613,69
43.04504,12.94346,1165,69
46.53688,24.53329,302,69
46.00704,10.77132,1762,69
47.71334,12.37411,862,69
45.0049,5.54194,1800,69
44.22834,6.43337,1679,69
47.45972,10.36681,1872,69
43.71992,11.54355,963,69
47.07391,12.15221,2448,69
46.52338,9.94456,3086,69
48.72959,19.18472,499,69
47.39407,9.9192,1135,69
45.73447,6.44732,1151,69
47.20881,11.91255,1332,69
48.68912,7.321,454,69
47.40756,9.57936,682,69
47.6288,11.67416,1544,69
47.80237,14.20008,1563,69
46.26161,6.66035,1644,69
46.62413,7.17644,1021,69
43.8306,6.71995,1513,69
46.27691,9.13048,1766,69
45.6814,6.32178,1164,69
43.00544,-3.0642,853,69
45.80824,9.44749,495,69
53.76587,-9.63516,369,69
49.26543,19.98993,1235,69
46.34797,6.99131,1683,69
51.30943,13.54324,121,69
46.58815,13.74993,1358,69
41.32776,23.17269,1807,69
46.30569,11.51312,1346,69
46.34347,8.44067,1951,69
46.91559,8.97071,1463,69
46.4946,11.00971,2202,69
46.38215,8.56367,1897,69
47.14046,10.95645,2135,69
46.0808,9.22178,1872,69
47.13596,7.07119,1551,69
48.94452,19.49032,1897,69
39.86748,15.81556,525,69
44.75924,7.07246,2232,69
42.04779,0.73609,1346,69
47.24658,14.14936,2418,69
45.91978,8.39502,1060,69
41.74898,13.55085,1409,69
53.57006,12.66196,99,69
40.94163,33.33091,1696,69
46.11319,6.9837,2009,69
46.73028,13.28203,1459,69
45.91348,6.95707,2908,69
47.42825,10.30849,1492,69
47.18992,10.95138,2751,69
46.16446,10.95265,1785,69
47.07211,12.11797,2701,69
42.67512,24.84016,1759,69
46.79955,12.10909,2152,69
44.20584,5.52419,1195,69
46.96957,11.97722,2206,69
47.42645,15.18534,1004,69
47.79877,14.21403,1467,69
45.95576,6.75038,1593,69
46.2796,8.83122,1964,69
38.34658,31.53031,995,69
43.2817,5.69411,376,69
47.18812,9.20022,1416,69
47.88781,13.99339,1045,69
49.22677,18.82333,405,69
42.73002,25.32328,972,69
46.66642,10.43529,2488,69
39.60277,21.56229,1067,69
50.69645,16.26444,789,69
48.25834,6.93425,652,69
52.00328,12.97896,104,69
42.0523,24.70828,587,69
47.92918,7.98925,849,69
46.67901,7.43639,1803,69
45.34586,6.06564,1410,69
46.9012,7.97023,1541,69
43.81351,5.47093,1017,69
47.4957,10.52659,1140,69
45.64452,24.88327,1370,69
46.58366,10.36681,2547,69
44.76194,7.26901,889,69
44.89062,6.41055,3253,69
46.06641,8.35064,1964,69
42.2539,2.13981,1313,69
46.30569,14.46003,881,69
53.38144,-9.68715,233,69
45.96386,6.48917,1796,69
47.60452,10.52912,949,69
47.25917,10.24255,1964,69
46.76896,13.01067,1442,69
49.06587,18.81699,1317,69
46.7006,13.27188,1498,69
46.60165,7.73311,1798,69
47.31403,12.95234,1665,69
46.15277,7.65576,3033,69
46.41904,13.28583,1408,69
44.59907,5.95405,1903,69
46.77076,0.05262,99,69
47.78618,12.84709,860,69
41.71568,13.39995,765,69
47.13596,9.00748,1514,69
38.28533,28.08506,1071,69
46.51169,8.76782,2129,69
47.24118,10.7878,2096,69
42.1171,1.78729,1681,69
46.38485,11.73883,2490,69
45.70119,11.13651,1950,69
45.38454,7.3286,2081,69
42.2791,2.23745,1815,69
47.61351,11.3077,1684,69
46.30659,14.52597,1492,69
47.37968,12.47936,1915,69
53.17934,-6.07832,163,69
47.3554,10.76878,2291,69
47.20611,12.44639,2607,69
47.61801,10.80809,811,69
46.82474,8.05519,1615,69
44.90052,5.968,1716,69
41.28906,14.4651,392,69
54.04881,16.28093,69,69
44.59727,6.29516,2261,69
46.76267,7.82314,1699,69
46.2859,12.7634,1134,69
47.82576,7.9081,1075,69
46.99385,8.9948,2823,69
46.09609,6.46127,1241,69
38.38801,21.51664,207,69
47.26817,12.44132,1162,69
47.36619,12.96502,1706,69
45.85681,9.03031,645,69
42.1657,9.04933,1841,69
46.53868,7.71028,2574,69
45.96116,9.37141,1767,69
46.12758,12.58207,941,69
45.86401,9.34605,927,69
44.62877,6.51706,1361,69
54.27516,-2.49739,439,69
47.30954,9.34224,1009,69
48.62347,20.81668,632,69
43.74962,6.90128,1231,69
48.92744,19.38,1520,69
47.05053,9.53879,1592,69
44.28143,7.64181,1213,69
52.67904,-3.07435,173,69
45.77945,10.86388,1702,69
47.13506,9.34985,1670,69
41.35836,21.30995,755,69
45.80914,10.57477,1460,69
47.77269,12.2676,1088,69
47.26817,8.99226,1064,69
47.43814,13.70555,1619,69
46.50539,8.17819,3247,69
47.40487,15.35907,1607,69
47.32572,11.79716,1956,69
48.72509,8.41911,803,69
45.49249,22.69591,977,69
46.79955,12.54276,2310,69
42.42491,2.75354,1278,69
49.32835,12.86484,557,69
42.92533,0.73736,1579,69
41.41327,21.21865,1654,69
42.81463,0.66128,1802,69
38.93019,21.80829,1670,69
46.70599,14.00861,909,69
46.81215,12.92824,2291,69
47.65398,12.87879,1477,69
45.83522,7.93472,1995,69
47.17014,9.91666,2193,69
46.40284,8.46223,2990,69
44.31562,4.14837,302,69
44.12755,7.95882,1415,69
53.20359,22.91021,114,69
44.27513,6.4879,2521,69
46.8976,8.54465,1891,69
40.45182,-4.49328,1047,69
42.44291,13.51788,1761,69
45.96566,11.78448,914,69
47.627,13.78797,1108,69
48.75747,13.83362,1083,69
46.87511,12.90796,1583,69
47.81946,7.95755,1136,69
47.03074,12.65435,2389,69
47.52628,9.76703,673,69
48.81773,13.21482,999,69
46.4919,9.9192,2259,69
51.23842,11.67416,109,69
52.03923,6.23429,8,69
42.2404,1.31178,1540,69
47.03703,12.13445,2192,69
49.57734,17.62377,516,69
49.07396,18.82714,1353,69
43.93769,6.40674,1310,69
53.23683,36.76982,182,69
54.45301,-3.11873,463,69
46.32818,11.20752,1182,69
44.79164,5.82472,2051,69
46.18245,7.73057,3044,69
47.13237,8.51422,792,69
46.87241,8.28851,1051,69
52.4976,-2.89556,316,69
46.18965,9.94075,1217,69
46.39655,8.16297,1879,69
40.48154,8.38995,381,69
47.07031,6.98623,1101,69
53.6527,18.73584,62,69
49.72476,20.18774,631,69
46.15187,8.38107,1752,69
50.7405,13.98832,658,69
47.91209,7.91317,1152,69
39.84677,3.09844,10,69
47.41386,10.43402,1913,69
46.8913,10.11194,2804,69
47.94357,7.88908,809,69
47.7628,12.57573,1378,69
47.52538,13.47223,1476,69
46.22383,7.47823,2071,69
47.03613,9.26362,1800,69
46.0772,7.56573,3033,69
45.63012,6.03014,1496,69
45.97645,8.4673,885,69
46.81754,12.74311,1098,69
46.81304,12.03935,2108,69
41.41236,21.50142,947,69
42.63642,-1.16849,775,69
48.12703,8.02222,563,69
46.26341,14.1557,1272,69
45.62832,6.23936,2123,69
46.7015,7.56826,1286,69
42.2071,1.26867,1388,69
46.68351,14.9888,1253,69
46.67721,7.49852,1816,69
47.31943,12.91683,1725,69
47.44624,12.91556,1837,69
46.93269,13.30485,2542,69
47.44893,13.42658,1536,69
45.97375,8.23525,1966,68
46.55757,7.40595,1523,68
47.48671,13.50393,1926,68
45.78574,6.37504,1420,68
44.21034,6.53228,2307,68
47.38328,10.24001,1307,68
49.40026,0.48249,29,68
45.31617,6.10749,1705,68
46.62324,11.67669,1851,68
41.06765,22.12656,862,68
47.26546,7.41483,792,68
45.6832,6.52721,1862,68
43.288,22.00356,410,68
46.27691,7.98291,2528,68
49.12969,20.9194,656,68
41.05505,-3.74387,1790,68
40.31317,-4.80775,1594,68
45.48799,22.8392,490,68
44.90142,6.46254,2713,68
45.004,28.69245,144,68
49.22318,20.29045,1388,68
47.32033,12.45527,1857,68
47.15575,10.95518,2271,68
43.8594,3.64877,306,68
42.63822,25.5325,1065,68
45.40883,6.04916,1088,68
45.17764,5.93884,2024,68
46.894,8.97324,1428,68
47.46422,11.67669,1917,68
46.56746,8.41151,2354,68
46.07001,8.67399,779,68
47.51728,14.0289,1606,68
42.84973,0.32271,1534,68
49.22857,20.2727,1679,68
45.62112,6.09481,1258,68
47.30684,9.77591,1867,68
46.93269,13.23764,1401,68
46.61694,9.53879,2313,68
49.78858,9.49441,140,68
52.5497,-6.81251,544,68
45.6742,6.07832,1271,68
45.58514,24.50286,2181,68
45.73627,9.8875,951,68
40.27535,-7.54037,1262,68
45.51858,6.27106,1444,68
43.8603,7.60377,476,68
46.32638,7.32734,2772,68
44.429,10.07263,1399,68
47.74841,12.74057,894,68
45.92068,9.37394,1563,68
41.76788,13.65863,1111,68
44.81503,6.69839,2756,68
50.4187,2.51261,126,68
44.28053,7.60884,1732,68
42.37991,1.47155,1189,68
47.63599,11.51565,1116,68
46.44512,8.87941,2120,68
38.46006,22.24576,927,68
46.38755,7.70141,2894,68
47.32212,9.49567,1064,68
47.09729,8.53831,907,68
46.58725,11.77053,2311,68
46.95158,11.65894,2842,68
44.90052,7.33875,489,68
48.62257,8.14902,684,68
46.42263,12.76593,1380,68
46.88141,9.45383,2554,68
42.03429,0.70059,1067,68
47.27446,14.23305,2178,68
47.54516,8.14649,561,68
46.45142,7.3527,2497,68
46.77166,13.37079,964,68
47.15215,9.9547,2103,68
47.28705,7.63547,912,68
47.50379,24.90863,1896,68
44.82403,5.0715,818,68
41.79939,13.36445,1464,68
47.25557,12.67464,1653,68
40.40501,15.1397,842,68
47.69805,12.0216,1620,68
46.60075,11.7477,2490,68
42.28901,1.77969,1933,68
45.69309,6.34334,1099,68
47.88421,14.18486,1045,68
47.51009,11.40153,1726,68
38.56995,27.413,1286,68
46.02773,12.26253,1121,68
39.78374,20.75582,918,68
42.76332,13.61298,1390,68
47.37069,10.45938,1810,68
42.70752,24.78056,1903,68
38.15833,21.75503,689,68
45.78035,6.74404,2385,68
44.56308,5.64719,1435,68
52.26393,-3.14029,460,68
49.5261,15.84853,594,68
44.08706,6.36109,1486,68
52.36819,-8.17945,774,68
55.59648,-3.69061,352,68
38.02143,13.97691,170,68
47.6216,12.26253,1171,68
48.37255,7.25506,798,68
47.99933,6.95834,1083,68
44.9824,7.33621,898,68
46.80225,10.4112,2882,68
39.53074,19.85425,342,68
42.02979,0.83246,957,68
45.24241,4.55288,762,68
54.37487,-2.55065,493,68
48.01012,6.9837,1260,68
47.82935,13.63073,1559,68
46.44692,11.67162,1653,68
47.18273,11.92396,2246,68
46.94078,12.28789,2833,68
47.54516,12.40962,1226,68
38.26551,28.27653,1027,68
43.81441,6.98623,1594,68
47.22499,1.29276,166,68
47.56135,11.42182,1305,68
42.0793,0.63592,977,68
47.51368,11.17202,1601,68
46.91109,6.72375,1321,68
46.03762,9.35365,1189,68
48.61088,8.14522,588,68
51.29325,8.18453,408,68
46.67721,12.00258,2380,68
47.51638,10.97167,1649,68
46.95068,11.96073,2302,68
44.76644,5.83866,2398,68
44.37141,5.98449,1005,68
41.19276,24.13006,351,68
45.92788,6.34968,1896,68
47.54786,15.0801,1305,68
47.54336,9.99655,800,68
47.33831,10.91714,2070,68
46.67901,13.33782,1683,68
46.83014,10.24128,2999,68
44.62877,6.31925,2451,68
44.89332,5.13237,752,68
47.6315,12.32973,1104,68
46.79685,12.16742,2257,68
47.64409,14.11766,1334,68
42.66972,24.86171,1848,68
47.03793,8.8401,1901,68
44.89512,5.2224,1393,68
41.71298,-7.43258,662,68
47.40037,9.9788,1737,68
47.29694,14.55006,1854,68
46.65112,7.98037,1879,68
46.53778,10.4784,2606,68
47.14405,10.10306,2118,68
47.28165,9.31561,1417,68
47.60632,13.90843,1646,68
41.51227,21.33278,1195,68
45.78574,14.01495,522,68
46.16266,7.25379,1529,68
46.50359,11.84281,2393,68
40.3969,-7.44273,638,68
42.27551,20.94729,1573,68
45.69399,6.28501,1631,68
46.95697,9.78859,1841,68
46.56027,7.69253,1950,68
44.17884,6.52467,2295,68
46.0772,7.65449,3327,68
42.82003,0.57632,1619,68
46.62593,11.94425,2051,68
46.76267,8.17692,1589,68
47.65578,12.97262,961,68
47.40306,9.5223,1115,68
41.87949,0.54716,426,68
47.02084,9.04172,2188,68
44.4434,5.6269,1540,68
46.30389,8.88195,2407,68
44.12305,6.52974,1833,68
47.2223,12.21688,1853,68
47.32302,11.44084,2273,68
46.75097,8.93013,2077,68
38.28533,28.05843,937,68
46.76986,12.28535,2275,68
44.4389,5.64973,1347,68
45.62922,24.49145,1239,68
46.16896,13.34162,504,68
47.36709,13.80319,1838,68
49.0461,18.66863,908,68
45.8712,6.78462,1906,68
46.13927,8.5269,1386,68
41.91279,24.95555,612,68
47.28525,12.30564,2089,68
45.6706,5.82598,1240,68
47.34011,11.53467,2534,68
47.0811,8.57255,1503,68
47.2268,12.31198,1976,68
47.16114,8.91999,788,68
41.04155,-3.75021,1814,68
46.30569,12.03935,1478,68
43.73252,7.0433,976,68
50.89958,20.75075,346,68
46.079,6.93678,2618,68
53.17844,-6.30403,476,68
43.37259,27.23547,319,68
42.97663,25.38541,340,68
38.67443,20.68735,442,68
47.48131,10.62296,1216,68
42.32681,-0.66255,1144,68
47.51908,15.09531,1298,68
47.18633,9.12034,1713,68
40.92813,33.23708,1474,68
46.72849,11.83013,2112,68
46.55937,14.17852,849,68
55.0719,24.86171,109,68
44.19954,6.39787,1489,68
47.71334,15.83711,1221,68
46.91649,9.05186,2262,68
46.02413,8.1617,1868,68
46.71679,9.2763,2568,68
41.80568,13.33655,1142,68
47.30954,11.43323,1532,68
47.57844,11.47508,1297,68
45.61123,6.37758,1513,68
41.37997,14.51709,1643,68
44.16355,6.56398,2006,68
45.8766,6.337,1068,68
44.70255,6.38645,2596,68
46.75457,13.70808,1935,68
47.27266,10.67875,2615,68
46.71679,14.96724,1355,68
41.63378,14.41058,1161,68
47.3563,9.72773,1269,68
