latitude degree WGS84,longitude degree WGS84,altitude in meters AMSL,thermal probability in a circle with 250m radius around the hotspot
47.31943,12.66449,1812,90
47.45703,12.50726,1445,90
46.86612,11.91889,2013,90
47.68816,11.9303,1344,90
47.68726,18.70541,233,90
46.91109,12.21688,2468,90
49.99263,9.74421,160,90
49.32116,1.24458,8,90
41.84708,13.11464,1329,90
46.2958,14.52216,1494,90
54.59943,24.06539,88,90
48.42831,8.15409,735,90
46.66911,8.63848,2709,90
42.93433,1.56032,1038,90
47.9004,7.07627,1267,90
54.11348,-6.42196,374,90
45.65351,24.8148,1609,90
41.51767,13.00559,455,90
46.47301,8.1617,2981,90
46.62413,11.11622,1391,90
46.83283,8.4077,1593,90
39.82066,20.72158,1017,90
48.65675,9.80507,696,90
46.78696,8.44194,2479,90
44.90682,5.8729,1411,90
46.41274,8.07801,2749,90
46.22563,13.83996,1375,90
46.75817,13.386,1793,90
45.98005,12.15728,768,90
46.88771,8.33289,1966,90
46.74828,9.38155,1953,90
46.78696,13.1996,2065,90
46.2931,13.22496,1239,90
47.50559,15.28172,1443,90
48.88158,21.87676,345,90
46.78875,13.04997,2356,90
46.0763,11.84661,1642,90
47.01095,10.31102,2116,90
46.64123,25.64916,1002,90
42.99823,-0.18069,1488,90
47.15485,9.29406,2204,90
46.17256,12.43751,1478,90
49.10003,1.02774,140,90
41.42497,14.42452,1475,90
47.54966,10.22099,990,90
42.74082,-6.43591,1696,90
46.93898,8.10845,1631,90
46.31109,7.3844,2276,90
50.72522,-2.8461,87,90
40.79757,22.05175,242,90
43.8414,7.56573,513,90
45.72548,11.18343,1375,90
46.39565,6.95834,1436,90
46.32188,13.1083,515,90
45.62023,24.90483,1980,90
46.86252,12.78749,1740,90
47.00645,9.4234,1421,90
45.84602,18.42517,92,90
42.1018,1.79997,1294,90
49.09554,18.8487,1118,90
42.94153,13.28076,1431,90
44.9959,28.69118,142,90
47.10808,13.09943,2191,90
44.4236,9.30293,999,90
47.71783,12.59095,1458,90
43.2583,27.29254,113,90
48.06858,8.79318,909,90
45.38994,4.56556,1243,90
45.97285,6.42703,1814,90
40.1664,29.10709,695,90
45.52308,6.69332,2068,90
41.45827,13.11845,5,90
46.99745,9.59331,1379,90
53.91048,-2.61659,421,90
48.62976,20.87501,481,90
46.54947,7.55178,2534,90
46.33088,13.03222,998,90
46.33538,14.41565,1421,90
46.32008,6.88226,891,90
46.35966,7.91063,3039,90
46.9012,12.18898,2544,90
47.10808,11.32798,1392,90
46.93179,12.2676,2610,90
47.4912,10.05868,1561,90
46.33628,7.89922,2404,90
43.04864,13.23891,954,90
45.97285,8.78811,858,90
50.59937,11.44972,447,90
51.95205,9.48553,234,90
42.29081,18.90068,625,90
46.58186,7.62532,1110,90
46.81484,7.94106,1508,90
49.18183,20.78752,984,90
46.36956,5.89065,845,90
44.23734,8.42545,227,90
45.6661,5.95659,843,90
47.16384,14.38902,1039,90
54.59314,-2.997,401,90
50.69196,-4.06976,316,90
46.32458,12.91937,1061,90
44.92302,5.5914,1659,90
45.74706,8.2175,1184,90
46.27241,12.99672,1295,90
44.65846,7.2614,1327,90
47.14136,8.5307,918,90
41.74538,13.73979,1234,90
51.86577,-3.35332,652,90
47.91659,14.29645,1259,90
46.76267,12.35763,2194,90
46.06191,9.20403,1434,90
48.39774,10.67114,461,90
48.61807,20.76343,767,90
47.7682,12.34495,1000,90
40.25644,-6.89367,998,90
42.28,2.28817,1474,90
42.65352,24.85284,1206,90
44.995,7.43892,684,90
49.40385,0.46727,67,90
47.43364,13.32894,1442,90
45.10478,2.66985,1586,90
42.52121,-8.37854,619,90
41.24406,1.04676,711,90
47.37788,7.67224,939,90
46.72309,7.47696,1540,90
45.8856,10.97167,1575,90
47.74931,12.33988,1350,90
51.25999,8.67526,658,90
46.93988,11.27092,2186,90
44.82853,5.33018,1537,90
45.55906,6.09227,1540,90
46.22293,8.45715,2302,90
46.8931,8.65624,1655,90
46.80585,9.13936,1891,90
47.54426,14.06567,1415,90
44.63417,6.21781,1761,90
47.06761,9.43354,1797,90
44.13295,4.28659,554,90
44.13475,10.93616,1105,90
51.14225,6.62611,68,90
45.79024,11.64246,853,90
44.4227,10.83852,668,90
44.56758,6.01872,1515,90
46.21663,8.93901,2070,90
54.37936,24.85664,119,90
53.85839,-2.34016,339,90
46.17525,12.12431,991,90
50.33241,16.3849,960,90
44.92392,5.18563,1104,90
45.89189,6.18864,1189,90
46.2868,13.07914,401,90
46.34797,7.72803,2289,90
45.97465,13.67512,538,90
47.50109,11.0021,1816,90
47.72053,12.32212,1606,90
46.96057,8.99987,1827,90
48.95351,10.33258,507,90
52.16956,19.50173,91,90
45.28199,5.73468,1446,90
41.02985,21.98454,896,90
47.24658,11.84027,2008,90
47.48041,10.52785,1468,90
47.46602,12.18391,1501,90
43.80001,12.33354,1317,90
47.00465,8.83249,2099,90
47.57304,10.79414,1394,90
46.98036,12.59855,2718,90
38.09618,23.63806,379,90
42.39881,13.56353,1508,90
45.69939,9.97372,907,90
46.83553,8.26441,1977,90
53.34372,-1.79744,324,90
48.08297,8.75895,893,90
46.85172,7.91444,1095,90
46.4964,7.60123,1799,90
46.38755,7.93853,3101,90
45.69939,14.01622,634,90
46.6916,7.84089,655,90
47.16834,11.31784,2142,90
38.23579,-1.1089,456,90
47.97684,15.6076,1154,90
45.61663,24.58909,1983,90
41.38087,1.23443,613,90
45.84782,18.39854,103,90
42.2638,1.89635,1467,90
47.12607,11.30009,1863,90
46.96957,5.87036,658,90
46.77796,13.19326,1597,90
46.21574,8.96183,1708,90
39.72972,8.97832,515,90
47.21151,11.82886,1795,90
47.80237,13.97691,1431,90
43.2637,26.92861,275,90
46.63763,7.79524,1392,90
45.64901,5.95405,705,90
47.37788,9.75055,1158,90
39.89089,15.80161,427,90
54.60841,-3.28357,327,90
45.48259,22.79101,949,90
54.12606,-6.44098,465,90
46.03492,11.29755,1456,90
44.30482,5.2262,864,90
45.91528,9.2091,1638,90
49.07396,20.94095,911,90
42.83263,0.38612,1656,90
41.40787,21.24021,1216,90
40.78767,-0.85909,1357,90
47.65488,12.03174,1555,90
45.42772,13.98325,387,90
46.17795,7.14727,2117,90
46.27691,25.28904,504,89
48.59649,8.19467,1053,89
50.49151,9.91286,691,89
44.08706,6.40294,1657,89
42.68232,24.76407,1301,89
46.5018,8.81728,1909,89
44.48839,1.88366,157,89
45.78574,11.45225,727,89
51.72556,-3.33937,351,89
46.64663,11.35081,1136,89
47.56675,10.30595,995,89
46.59085,8.36205,3085,89
42.45101,2.76495,1006,89
46.34257,7.57587,2148,89
45.62922,6.10495,1650,89
45.86581,11.85675,779,89
45.64452,24.68926,1740,89
39.48572,8.68033,507,89
47.81856,13.70301,1521,89
38.62489,22.57164,1054,89
43.3006,5.87163,621,89
45.62922,24.75139,2060,89
53.35988,11.62217,33,89
45.83162,9.90779,1269,89
46.88771,12.01779,2940,89
55.55785,-3.68935,354,89
43.24301,26.93115,202,89
46.83014,6.56652,1047,89
45.95666,6.86831,2252,89
43.93589,10.57224,848,89
46.79595,10.22099,2060,89
49.06857,10.53419,607,89
42.0658,1.7036,1169,89
45.39174,6.10622,1394,89
46.88231,11.55496,2314,89
45.45921,7.99686,458,89
44.50909,7.36791,1330,89
42.53471,26.32376,249,89
38.38531,22.51458,458,89
47.91569,19.74393,328,89
46.96057,11.85549,2178,89
49.00205,20.85599,922,89
46.688,13.90843,1733,89
47.67646,11.86943,1595,89
47.16114,9.1216,1574,89
42.04059,0.78048,1609,89
45.56086,10.2958,856,89
46.17256,1.83168,486,89
47.14765,9.1178,1130,89
48.89417,19.33055,1720,89
47.2268,11.81491,2216,89
47.69895,12.57319,1485,89
43.76942,10.44036,117,89
45.70209,5.9959,1048,89
46.25172,20.08503,75,89
46.25982,13.54831,1069,89
46.6988,12.59855,1740,89
48.68732,9.81268,408,89
41.49427,1.21034,815,89
47.7709,14.3066,1603,89
47.21241,7.21702,1073,89
44.11226,6.48409,1864,89
50.66679,16.23781,691,89
47.58563,10.79161,1209,89
44.89512,5.15012,938,89
45.49519,7.80539,809,89
39.40379,-7.47696,460,89
51.57996,-1.56792,174,89
47.06581,11.22781,2248,89
46.94438,5.84627,465,89
46.12128,25.86727,967,89
46.5018,6.98877,1637,89
46.27151,13.48618,1298,89
46.09249,11.96707,975,89
52.53443,-2.88288,303,89
46.78875,6.50565,1038,89
46.43343,11.63231,2520,89
46.71409,12.38552,2338,89
47.29514,11.34193,2140,89
40.34018,-5.43923,1413,89
44.22293,5.47474,1090,89
47.10358,9.37521,1547,89
46.71409,7.48838,1681,89
51.2573,11.67416,170,89
43.10983,-2.9374,515,89
46.47391,7.52008,1912,89
46.8904,8.53577,1962,89
45.58244,10.86262,984,89
47.64589,14.1836,2113,89
46.72578,7.81426,1787,89
46.67901,11.20879,993,89
49.95397,6.0314,309,89
46.68531,8.07421,2883,89
47.56675,15.22973,1497,89
46.25442,13.64975,1455,89
50.15443,16.83506,1178,89
46.54677,7.12445,1830,89
46.9075,8.40897,1053,89
46.60434,7.60377,2347,89
47.02354,8.26441,758,89
43.11973,13.20087,662,89
47.4966,10.66227,1763,89
52.9512,-6.58807,467,89
47.16204,8.8718,800,89
47.47501,11.88592,1437,89
45.65621,5.95659,847,89
47.92648,20.3957,253,89
45.90808,10.08785,1451,89
45.42862,6.1544,1272,89
41.72558,13.77909,1030,89
44.20854,5.4722,1299,89
46.09609,8.89589,1421,89
46.32008,7.05724,1866,89
52.16956,-3.97465,169,89
51.97812,9.52357,168,89
41.53927,13.0132,569,89
47.23489,11.83393,1877,89
47.02264,11.11115,3160,89
44.94821,7.23984,907,89
42.48971,2.52402,1835,89
44.76284,7.25506,1144,89
44.4371,7.3844,847,89
42.51582,0.51038,1230,89
47.02534,9.74421,2305,89
42.41681,13.5648,1595,89
46.85892,11.90621,2308,89
52.66736,10.36555,68,89
47.32932,12.66449,2124,89
45.63192,7.99305,1585,89
45.91888,10.70284,1533,89
49.19711,11.52073,527,89
41.10455,14.56654,960,89
47.53707,12.54657,1583,89
46.85172,8.41785,2456,89
45.34766,6.01492,1240,89
45.74617,11.38758,695,89
47.55326,11.05409,1844,89
47.43095,12.37031,1400,89
47.61981,12.30817,1508,89
44.87982,5.32384,1336,89
40.875,-3.69822,1553,89
54.59943,-3.04518,384,89
45.73807,9.92934,996,89
46.04842,11.33179,1886,89
46.09879,6.54749,1093,89
44.4263,6.3649,1516,89
46.01783,12.25238,966,89
54.63087,-3.07181,708,89
47.17104,11.8111,1994,89
45.23611,14.68574,629,89
53.31946,-1.74545,239,89
47.12517,11.35588,1712,89
46.83463,13.58508,1750,89
46.33807,7.80792,2115,89
43.81531,6.83407,1603,89
41.72198,13.79304,1080,89
45.94677,6.66796,1363,89
45.47989,22.82398,863,89
49.91532,6.08973,359,89
46.24812,11.50551,2067,89
50.77285,10.81697,491,89
45.86401,6.43591,2052,89
47.67916,11.61836,1434,89
51.83341,16.52946,91,89
44.13925,6.38645,1358,89
45.80374,11.44211,1210,89
49.19441,20.97519,644,89
47.00465,9.40311,1971,89
51.21326,17.42596,156,89
49.63757,18.64074,500,89
42.136,1.76954,1928,89
54.37936,-2.56587,335,89
47.57034,15.28932,1456,89
46.48201,13.51788,1677,89
47.83745,14.20769,826,89
46.21214,12.82173,506,89
38.72306,-0.08052,927,89
45.77855,6.08213,1238,89
52.27112,8.73993,141,89
49.73375,9.2091,270,89
47.03793,10.01684,2235,89
47.3536,9.71378,1031,89
45.85591,9.54513,1338,89
46.29399,13.18058,1648,89
49.26093,10.40993,429,89
42.60582,23.30076,1371,89
46.66372,7.89795,1426,89
55.5821,11.76672,40,89
43.73342,7.10923,591,89
49.94408,6.99258,279,89
49.98903,13.53563,464,89
44.47399,6.4004,1722,89
46.27151,13.03729,810,89
46.86882,6.67557,1257,89
46.99566,9.04045,1459,89
45.49609,7.71028,1503,89
49.95757,7.00145,103,89
47.40846,10.34145,1777,89
47.05682,8.48125,1575,89
45.6661,10.95899,1339,89
45.71108,6.02506,1155,89
41.24316,0.98209,948,89
46.24542,8.78938,2171,89
44.68816,6.20766,1862,89
50.53286,7.0509,128,89
47.53167,10.19563,1376,89
45.72997,6.19245,1645,89
52.50568,-2.89809,216,89
46.19234,11.84407,1109,89
39.39928,22.97615,657,89
46.88411,8.3481,1736,89
55.67373,13.73091,98,89
46.6898,7.80412,938,89
38.29614,28.02166,967,89
48.81323,19.24305,874,89
43.92869,6.59695,1685,89
47.8968,13.81333,809,89
54.32636,-2.19941,422,89
45.76236,9.73407,896,89
41.91459,-7.60377,725,89
40.17271,32.21758,1122,89
43.99707,6.41308,1226,89
44.85283,5.25664,1370,89
50.62724,22.0061,143,89
44.36691,6.40674,2191,89
45.40703,11.46874,233,89
47.01274,9.69602,2223,89
48.37615,7.28042,756,89
45.91528,9.00495,1326,89
42.02079,2.61405,391,89
46.43343,7.52261,2546,89
47.29604,8.9352,1017,89
46.63403,7.64815,1769,88
39.70901,-7.74832,421,88
46.8967,8.88321,2444,88
45.95846,12.10149,740,88
45.99804,7.09909,2498,88
42.77232,0.45205,2155,88
46.52518,8.13888,3578,88
50.75218,15.49982,1194,88
46.6889,11.04394,1535,88
41.37997,19.89355,908,88
46.8904,8.4394,1546,88
44.53248,7.22082,1784,88
46.32638,11.5575,2310,88
38.49339,22.4702,793,88
46.11139,4.61755,284,88
54.70183,-2.52909,473,88
42.2287,1.3308,869,88
42.1765,1.75179,2004,88
47.30324,10.05741,1972,88
46.71949,9.50836,2256,88
47.91299,7.89795,1256,88
46.53598,7.56573,1936,88
47.47231,13.28203,1402,88
44.24993,6.47268,1623,88
42.95413,1.10129,694,88
49.77509,12.07993,545,88
39.79995,22.58052,715,88
46.10509,7.24365,1911,88
46.07091,8.46223,2091,88
47.29425,10.06756,1675,88
45.83612,13.97564,528,88
46.18245,10.74722,1591,88
45.38634,7.55812,1437,88
46.46581,11.7477,2094,88
45.75336,6.16328,1594,88
44.08076,3.06674,520,88
51.1063,9.06328,394,88
46.62054,7.20941,1660,88
48.80513,18.5431,526,88
46.088,8.98719,1185,88
44.77364,5.85515,1987,88
46.84993,8.42926,2445,88
44.80334,6.74531,2358,88
51.2519,9.83931,369,88
47.79518,13.81333,997,88
43.04414,12.66196,878,88
43.16922,23.58734,796,88
44.06726,6.52721,1970,88
45.0022,7.42624,856,88
46.35966,7.58348,2732,88
45.75246,10.14364,1327,88
47.3563,12.46795,2122,88
45.51498,6.21147,1048,88
46.88231,11.9265,2034,88
46.87961,12.92571,1951,88
42.28,2.259,1736,88
45.64362,24.90736,1483,88
45.84332,18.41122,93,88
38.19436,21.77785,409,88
46.77166,8.0945,1610,88
44.10686,1.88747,327,88
47.34821,13.13747,1567,88
43.70373,6.97989,610,88
42.69942,-3.32542,1121,88
49.64655,9.95217,297,88
45.43582,13.97437,407,88
49.79128,19.21389,492,88
54.13324,-2.06626,328,88
46.55667,7.10543,873,88
45.82623,6.28374,2157,88
50.62454,13.9972,215,88
51.86667,-2.05992,220,88
47.02174,12.41976,1994,88
45.65981,15.18154,460,88
43.01263,13.25286,1163,88
46.19505,8.87307,1110,88
45.94227,6.59188,1412,88
47.23399,15.76864,850,88
49.07935,11.22401,553,88
38.28263,15.81556,395,88
46.4991,7.65195,1837,88
46.44872,7.38693,2310,88
46.75097,11.93284,1852,88
45.71378,6.34207,1834,88
42.99104,27.20885,339,88
46.99835,10.48094,2750,88
43.14853,23.60002,593,88
42.92983,1.53876,1032,88
52.46885,6.69586,13,88
51.37953,10.83345,303,88
46.14737,6.53228,1165,88
47.12517,11.26965,1969,88
47.00285,11.92776,2207,88
45.48799,1.83675,775,88
46.83643,9.23953,1735,88
49.34093,21.36067,573,88
46.82294,8.24793,2099,88
46.0808,8.87814,1662,88
41.05775,22.06697,668,88
46.4946,7.48838,2672,88
49.74453,9.56288,143,88
45.91348,12.01145,834,88
38.3727,21.58131,539,88
46.6979,7.78002,1489,88
48.74578,9.82156,635,88
51.05238,-4.02284,53,88
50.73061,16.20865,590,88
45.99804,12.19786,938,88
43.93229,10.58238,847,88
47.85633,10.28566,774,88
45.08678,5.8057,761,88
44.4488,10.13476,1351,88
47.34641,10.28312,1826,88
47.84824,16.08184,640,88
46.47571,11.82379,2506,88
48.59379,11.91635,460,88
46.84093,11.20879,1912,88
49.46318,15.7585,566,88
41.80658,13.15395,779,88
47.39587,12.46922,1762,88
47.42015,15.22085,1035,88
42.96763,25.39048,534,88
40.43472,-5.31877,1466,88
46.19145,8.9276,1280,88
50.73331,15.65832,1359,88
47.11348,9.08356,587,88
41.64008,14.98499,427,88
44.66116,6.96087,2865,88
46.2877,13.57494,1126,88
40.44822,-5.29848,1453,88
45.8856,13.95789,764,88
49.25284,9.15077,180,88
46.18425,7.35396,1830,88
47.37878,13.76515,1755,88
46.35607,7.64308,2027,88
48.92924,-0.48249,67,88
45.2577,6.02253,1867,88
46.36326,7.71916,2697,88
46.63943,8.03236,1667,88
42.50321,12.88386,710,88
46.14377,12.45146,1602,88
40.3843,-7.49725,1162,88
46.61154,7.96769,1924,88
45.73717,8.08562,1674,88
47.63959,13.27568,1677,88
45.98994,7.06232,3094,88
45.35575,7.46302,2034,88
45.64452,5.81457,1364,88
47.22589,7.39454,1276,88
47.13866,11.89606,2104,88
54.47188,18.56085,22,88
45.14346,5.88051,1478,88
45.94587,9.3676,1472,88
48.11264,8.11732,1171,88
38.73658,-1.02267,975,88
46.4874,8.91365,1331,88
52.67455,10.37315,73,88
49.0434,1.53369,24,88
46.0862,8.48886,1757,88
38.42584,22.4702,362,88
44.29942,6.46254,2408,88
48.97958,20.86867,1005,88
49.47936,0.93771,19,88
46.26341,13.52168,1158,88
40.96594,33.37783,1446,88
45.54646,6.78842,2135,88
45.92158,6.46254,1592,88
47.10988,11.18977,2651,88
44.18334,8.37346,230,88
50.6632,15.07376,387,88
43.36449,12.73804,1302,88
46.20764,13.32767,731,88
42.1126,9.00241,1393,88
41.97489,-8.58142,425,88
46.27061,15.98294,601,88
47.71873,23.66976,844,88
45.84871,9.45637,1297,88
46.84903,9.85833,1903,88
46.14287,8.24793,1921,88
48.33838,18.09041,291,88
47.39227,13.37079,1557,88
47.82126,7.9474,941,88
47.16834,9.08356,1517,88
46.25352,8.75387,1884,88
47.32752,12.61377,2194,88
45.11018,2.67492,1699,88
52.58473,-2.74339,153,88
45.55816,7.92078,1344,88
48.52005,8.21116,927,88
44.39391,7.41483,785,88
47.48581,10.43782,1856,88
46.14377,12.6125,830,88
47.80957,13.72964,1377,88
53.06976,36.89156,157,88
45.64272,24.95555,1602,88
45.63102,3.77811,1332,88
46.83733,6.57793,1073,88
47.00105,9.88877,2519,88
50.59488,8.4394,203,88
45.06789,26.43027,322,88
45.74796,7.25252,1892,88
45.63732,24.58655,1609,88
47.51278,12.54149,1637,88
47.33112,10.14237,1743,88
46.96057,12.0254,2949,88
45.72188,6.14806,1305,88
46.41904,11.63485,2252,88
49.71397,11.14285,320,88
47.24748,7.52515,1138,88
47.60991,11.09467,1415,88
52.23337,6.69586,16,88
55.35485,25.1597,122,88
45.36385,5.81204,1669,88
47.27356,10.07643,1741,88
47.60991,12.54657,1439,88
46.35966,8.00954,2019,88
45.85231,7.91951,2002,88
46.34437,7.86245,2468,88
47.216,9.25348,1669,88
46.4865,7.65449,1667,88
47.45792,12.21434,1484,88
47.21241,18.07773,329,88
46.55307,18.9438,89,88
47.40216,9.56034,723,88
45.63102,6.26219,1511,88
46.79055,10.19817,2322,88
46.50539,11.71854,2461,88
44.84563,6.39026,2836,88
41.36467,14.52089,1053,88
47.66388,7.9081,677,88
47.23579,9.70617,1358,88
51.9161,10.67748,216,88
49.04789,19.60191,698,87
47.14316,11.87958,1648,87
46.99925,11.85295,3022,87
45.76326,10.85881,1595,87
46.088,11.65894,1797,87
47.19172,11.81364,1851,87
46.24362,7.0433,1008,87
45.25051,14.65531,684,87
45.48259,7.75466,995,87
47.64319,8.66638,418,87
45.57255,6.28501,848,87
47.57304,12.93458,1766,87
41.44117,14.36619,1650,87
44.90772,1.64908,112,87
44.91761,5.92996,1776,87
47.484,10.5101,1553,87
49.94139,4.63403,141,87
46.80585,10.18295,2729,87
49.18273,20.23212,1700,87
46.94168,8.18579,1604,87
42.80473,1.35743,1642,87
47.79338,12.84202,803,87
45.69759,6.15694,1379,87
47.31673,12.64167,1784,87
38.28083,28.04955,763,87
49.16205,9.46905,323,87
44.08886,7.79904,1176,87
45.48529,22.74156,1081,87
45.4565,5.83232,1359,87
38.18896,23.25131,1106,87
42.91723,13.29344,1466,87
47.36169,29.07666,24,87
45.53207,6.02633,1220,87
45.64811,6.26472,1596,87
46.07541,10.96913,969,87
46.70869,7.80158,1580,87
46.22743,13.9414,1481,87
40.82278,17.30803,345,87
46.62413,7.62279,2310,87
45.36835,7.38947,2001,87
48.16481,8.12366,971,87
44.46499,34.06384,1183,87
47.91029,7.04837,1135,87
47.26097,13.14254,1945,87
45.89279,6.72502,1234,87
44.27513,7.71789,1405,87
47.78708,13.13874,1103,87
46.94438,12.3627,2707,87
41.06135,22.10374,677,87
45.4727,22.80116,1260,87
45.6733,6.43591,1049,87
45.50958,7.9157,703,87
47.14585,13.04997,2233,87
45.92607,6.24443,1265,87
44.76644,5.81711,2082,87
46.11409,6.71741,1679,87
47.34191,7.5112,754,87
42.96853,0.7754,998,87
47.39587,10.60013,2048,87
44.79434,5.8095,1510,87
47.13866,9.54766,1571,87
46.44152,8.11859,2417,87
39.682,-3.73246,875,87
51.87026,-2.07767,149,87
44.82223,7.1422,1491,87
42.74982,27.13783,504,87
46.2805,13.44053,1394,87
46.8994,8.04504,1696,87
46.18875,7.52135,2717,87
46.00974,11.84027,715,87
47.8986,7.95882,1129,87
45.65351,11.24429,975,87
47.78169,7.74325,1033,87
43.33299,-5.50263,552,87
46.72668,8.8401,2352,87
48.83392,9.37775,401,87
47.8968,19.74266,398,87
47.06851,6.23175,603,87
46.16536,11.85041,1208,87
45.91528,9.38662,1588,87
47.7619,12.27013,1305,87
46.688,8.87814,2092,87
41.65628,12.90922,546,87
46.76267,12.33354,2232,87
46.56116,7.85864,2544,87
38.5123,-6.59822,551,87
47.09639,9.56542,1849,87
43.32219,20.74441,1507,87
43.88549,7.45287,678,87
45.65261,24.61064,1426,87
45.22802,5.73849,1023,87
45.82263,13.97437,260,87
47.70614,12.1801,872,87
45.64721,8.04251,1172,87
46.09249,12.55037,993,87
47.69805,11.79082,1138,87
47.00645,12.43117,1382,87
47.11168,17.833,259,87
47.25288,12.44512,1864,87
38.74648,20.59731,391,87
40.13579,-0.23649,678,87
46.93179,11.76292,2621,87
46.59085,5.50771,328,87
46.86522,12.76974,1799,87
46.88051,11.9899,2420,87
41.97849,12.77861,89,87
44.58647,10.22733,617,87
45.31258,5.86276,1653,87
46.75187,8.90984,2429,87
46.67991,11.92269,1789,87
46.78246,13.28583,1950,87
45.78215,9.78225,777,87
47.27086,10.31863,2121,87
45.4772,7.96769,540,87
46.0772,11.70966,1566,87
43.23671,26.91846,262,87
48.86449,25.1597,187,87
48.88518,-0.4343,64,87
47.30414,4.90285,466,87
46.77706,8.02856,1727,87
51.45952,6.56652,28,87
46.76177,11.78194,1757,87
42.67062,24.77422,1144,87
46.82204,9.04045,2725,87
41.94249,-7.67351,938,87
39.83687,3.09717,137,87
46.09699,11.53848,1555,87
45.76865,11.32545,1246,87
47.20521,7.35396,1080,87
49.18093,19.19867,626,87
46.75367,8.22257,1819,87
44.05917,6.45493,1538,87
53.06707,-4.01523,154,87
51.22045,9.44622,202,87
41.92089,24.93653,1102,87
42.46631,2.78017,573,87
46.13208,7.34002,2631,87
46.11229,7.198,2282,87
41.49067,1.22302,833,87
47.65128,11.48522,1530,87
46.87781,11.8111,2543,87
46.36236,6.04155,1312,87
46.34707,25.36386,701,87
46.67631,7.37425,1900,87
46.04842,8.84771,1644,87
44.04387,6.23049,1278,87
42.99643,13.25286,1334,87
54.45481,-3.10732,555,87
46.96957,9.40057,2589,87
46.54408,8.34684,1880,87
45.52577,7.73564,1660,87
44.63956,6.23302,2113,87
45.80284,6.41435,2083,87
45.60223,24.49018,1772,87
43.80001,7.46428,683,87
45.92248,6.28755,1756,87
44.55138,10.40612,474,87
38.17094,21.74996,446,87
46.84183,10.31229,2647,87
46.41993,8.15536,1456,87
49.00295,9.04172,352,87
39.89539,22.15066,559,87
47.63959,7.91697,497,87
47.70614,14.91652,1654,87
41.94519,12.79003,123,87
41.29806,14.47271,1041,87
50.00161,16.82238,645,87
46.4982,7.49979,2470,87
46.60165,7.88273,1818,87
46.38215,7.87766,3146,87
42.1954,13.89575,775,87
39.50643,21.57117,965,87
45.57075,6.32686,1513,87
42.71562,13.62313,1149,87
47.20881,9.05947,797,87
43.22231,12.95614,1091,87
45.12457,5.65353,842,87
45.92428,6.90635,2152,87
46.4892,7.69253,1557,87
47.24568,12.6759,2096,87
51.05238,22.96474,241,87
47.47681,11.08959,957,87
42.2629,2.21082,1727,87
45.56715,7.94994,1012,87
46.82024,10.24508,2762,87
47.53886,10.75103,1683,87
45.59954,7.99052,1065,87
47.55955,10.61915,1086,87
45.65351,24.68799,1587,87
50.05555,16.76151,633,87
38.05025,13.16283,738,87
45.33057,6.00858,1143,87
49.47037,9.64657,346,87
48.69452,10.33638,531,87
53.12725,-9.0227,174,87
47.39407,10.35921,2014,87
46.88501,11.57271,2601,87
43.8423,6.22795,797,87
45.62832,24.62206,1962,87
55.6881,24.36338,50,87
44.51989,8.97578,561,87
46.26431,13.65483,2017,87
47.29335,11.25317,1555,87
38.04214,21.79307,659,87
47.54336,12.59729,1968,87
48.95441,10.31483,530,87
41.07035,-3.72358,1754,87
47.31133,12.59729,1822,87
43.39958,-2.98178,52,87
46.76807,8.94662,2711,87
46.62324,9.77591,2152,87
49.71667,20.19028,843,87
46.25982,15.73821,651,87
40.79577,14.67179,428,87
49.14677,20.05967,1906,87
46.9075,12.20293,2803,87
55.39527,24.03622,47,87
49.68251,9.53372,291,87
45.8739,7.89542,2509,87
42.69042,25.39809,884,87
46.12938,12.02033,1492,87
44.92841,5.88305,1576,87
50.06454,10.12335,250,87
45.90539,8.65243,611,87
47.57034,13.70301,1340,87
47.36529,10.34399,1860,87
46.99475,13.20087,2272,86
46.22023,8.82235,1660,86
46.85172,11.88085,2234,86
46.18065,8.65116,1410,86
50.35308,4.85847,190,86
46.19324,12.21941,1494,86
41.67518,15.58097,459,86
46.73208,8.86166,2374,86
46.54588,7.01667,1916,86
46.79595,9.14189,1545,86
49.56475,6.6109,162,86
46.99295,11.8352,3030,86
47.21331,12.208,2203,86
48.99216,-0.49644,23,86
45.77405,11.60188,308,86
44.4335,10.83852,439,86
46.2823,8.75261,2166,86
46.76537,0.04628,91,86
45.94587,8.25554,1946,86
47.29335,8.96564,1245,86
45.4709,7.6938,1331,86
46.32638,11.65641,1798,86
39.53884,19.85171,153,86
46.86162,6.64387,1213,86
46.74378,11.94805,2021,86
47.55595,13.53817,1276,86
45.34766,14.1202,550,86
42.77142,1.39928,1885,86
52.09496,8.4394,153,86
46.83823,11.9937,1993,86
45.52487,25.32962,1243,86
47.3554,10.32497,1903,86
47.05502,6.97609,998,86
49.79037,9.50455,233,86
47.54516,12.37538,1383,86
46.72849,8.81728,2574,86
45.79474,11.54609,1035,86
48.48137,12.22322,479,86
47.65398,11.51819,1322,86
45.28289,7.53149,717,86
42.49241,12.93839,1544,86
46.79685,8.29358,1523,86
45.71108,6.14426,1333,86
47.87702,14.08596,1017,86
45.80914,13.99466,777,86
46.65652,9.01382,2738,86
44.38041,5.31497,1224,86
47.02084,11.25317,2939,86
47.34371,11.80476,1678,86
49.96206,9.12921,115,86
47.18003,7.14601,883,86
47.17284,11.82886,1710,86
